study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB61818	ERP146900	SAMEA113430547	ERS15425662	ERX10846803	ERR11439496	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN285B_GRG046_IM	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	2916267	158837240	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:089-23190	ena-RUN-TAB-15-05-2023-12:25:42:089-23191	88006776	b06b9de1473bce6ccb84c69b7c2bede9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/096/ERR11439496/ERR11439496.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/096/ERR11439496/ERR11439496.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/096/ERR11439496/ERR11439496.fastq.gz	140129124;5808592	1eef8249a04053476beb538a6f620cad;688c33d2af34431e976f01e9524d3b8f	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439496/GLN285B_GRG046_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439496/GLN285B_GRG046_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439496/GLN285B_GRG046_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439496/GLN285B_GRG046_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439496/GLN285B_GRG046_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439496/GLN285B_GRG046_IM.bam.bai	BAM;BAI						GLN285B		GLN285B		2023-05-15
PRJEB61818	ERP146900	SAMEA113430547	ERS15425662	ERX10846806	ERR11439499	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN285B_GRG046_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3988950	270402950	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:091-23196	ena-RUN-TAB-15-05-2023-12:25:42:091-23197	148115372	d5650571af1a84e6463a8fbdc8ee0f50	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/099/ERR11439499/ERR11439499.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/099/ERR11439499/ERR11439499.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/099/ERR11439499/ERR11439499.fastq.gz	200568162;5899016	6ae3e4a509b604a5b188a41cecd248a0;b8bfc5efb460d06bcd4ef21b2b65ec4d	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439499/GLN285B_GRG046_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439499/GLN285B_GRG046_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439499/GLN285B_GRG046_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439499/GLN285B_GRG046_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439499/GLN285B_GRG046_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439499/GLN285B_GRG046_YC.bam.bai	BAM;BAI						GLN285B		GLN285B		2023-05-15
PRJEB61818	ERP146900	SAMEA113430551	ERS15425666	ERX10846815	ERR11439508	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN291_GRG096_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	6176501	364200919	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:093-23214	ena-RUN-TAB-15-05-2023-12:25:42:094-23215	219361607	e246b39e91cde7303d32f3104995027c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR11439508/ERR11439508.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/008/ERR11439508/ERR11439508.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR11439508/ERR11439508.fastq.gz	308983477;6014936	ccf77e617881ee557881ea35d38d656e;daeac42e734a54b86d8f6e365ed2a45c	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439508/GLN291_GRG096_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439508/GLN291_GRG096_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439508/GLN291_GRG096_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439508/GLN291_GRG096_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439508/GLN291_GRG096_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439508/GLN291_GRG096_TF.bam.bai	BAM;BAI						GLN291		GLN291		2023-05-15
PRJEB61818	ERP146900	SAMEA113430553	ERS15425668	ERX10846819	ERR11439512	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN294_GRG050_IM	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	1410203	76377475	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:095-23222	ena-RUN-TAB-15-05-2023-12:25:42:095-23223	43955273	aadb2378fdd8717750f063b8e4e84876	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/012/ERR11439512/ERR11439512.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/012/ERR11439512/ERR11439512.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/012/ERR11439512/ERR11439512.fastq.gz	70995596;5473464	da18a3646de86531dfd04b4de54879fa;13e895f5cce4f588a83f232887ba7151	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439512/GLN294_GRG050_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439512/GLN294_GRG050_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439512/GLN294_GRG050_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439512/GLN294_GRG050_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439512/GLN294_GRG050_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439512/GLN294_GRG050_IM.bam.bai	BAM;BAI						GLN294		GLN294		2023-05-15
PRJEB61818	ERP146900	SAMEA113430555	ERS15425670	ERX10846824	ERR11439517	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN298_GRG051_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3731386	217010079	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:096-23232	ena-RUN-TAB-15-05-2023-12:25:42:096-23233	134100728	2bb0d6b8e51b5b73238046dcf34d2b06	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/017/ERR11439517/ERR11439517.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/017/ERR11439517/ERR11439517.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/017/ERR11439517/ERR11439517.fastq.gz	189931012;5883600	311b73c62a334c3c0e843a10006f24be;711f857e51a24c08cb83c39b411aae7d	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439517/GLN298_GRG051_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439517/GLN298_GRG051_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439517/GLN298_GRG051_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439517/GLN298_GRG051_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439517/GLN298_GRG051_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439517/GLN298_GRG051_TF.bam.bai	BAM;BAI						GLN298		GLN298		2023-05-15
PRJEB61818	ERP146900	SAMEA113430557	ERS15425672	ERX10846829	ERR11439522	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN300_GRG097_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	1191816	68826988	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:097-23242	ena-RUN-TAB-15-05-2023-12:25:42:097-23243	43382080	ce0c8cfb3a1592204389bdfac3f8dc0f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/022/ERR11439522/ERR11439522.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/022/ERR11439522/ERR11439522.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/022/ERR11439522/ERR11439522.fastq.gz	61999720;5686008	80664e20f658a1b7cbfd3c2807400480;9f364b89f4f36afa4a5c3a5f2bff6368	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439522/GLN300_GRG097_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439522/GLN300_GRG097_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439522/GLN300_GRG097_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439522/GLN300_GRG097_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439522/GLN300_GRG097_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439522/GLN300_GRG097_TF.bam.bai	BAM;BAI						GLN300		GLN300		2023-05-15
PRJEB61818	ERP146900	SAMEA113430557	ERS15425672	ERX10846830	ERR11439523	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN300_GRG097_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	1686975	104352934	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:097-23244	ena-RUN-TAB-15-05-2023-12:25:42:098-23245	59742218	6f6925cf6a360dd86371535381001261	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/023/ERR11439523/ERR11439523.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/023/ERR11439523/ERR11439523.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/023/ERR11439523/ERR11439523.fastq.gz	92512019;5703288	29b34d2e3db16cd5aeedbae91fad8e35;b534447329cd116a2f7adc528cccede1	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439523/GLN300_GRG097_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439523/GLN300_GRG097_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439523/GLN300_GRG097_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439523/GLN300_GRG097_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439523/GLN300_GRG097_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439523/GLN300_GRG097_YC.bam.bai	BAM;BAI						GLN300		GLN300		2023-05-15
PRJEB61818	ERP146900	SAMEA113430560	ERS15425675	ERX10846840	ERR11439533	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN305_GRG053_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	2567843	169300516	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:100-23264	ena-RUN-TAB-15-05-2023-12:25:42:100-23265	95039938	233fb594cbc88525c04dcece383ab311	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/033/ERR11439533/ERR11439533.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/033/ERR11439533/ERR11439533.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/033/ERR11439533/ERR11439533.fastq.gz	131715515;5769368	a661d5e61dc1dff8e567deea4e20ae30;bb3684baffc380839e24b8fea7364fba	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439533/GLN305_GRG053_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439533/GLN305_GRG053_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439533/GLN305_GRG053_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439533/GLN305_GRG053_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439533/GLN305_GRG053_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439533/GLN305_GRG053_YC.bam.bai	BAM;BAI						GLN305		GLN305		2023-05-15
PRJEB61818	ERP146900	SAMEA113430565	ERS15425680	ERX10846854	ERR11439547	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN310B_GRG076_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	7370600	458603683	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:104-23292	ena-RUN-TAB-15-05-2023-12:25:42:104-23293	206990419	29001e6b1b4b153f4fd127f2dd66aaae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/047/ERR11439547/ERR11439547.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/047/ERR11439547/ERR11439547.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/047/ERR11439547/ERR11439547.fastq.gz	302661874;5888816	f33eceba3374321839daa5fd9b1678ab;9ea1fae28f994a990976693362f507a6	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439547/GLN310B_GRG076_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439547/GLN310B_GRG076_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439547/GLN310B_GRG076_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439547/GLN310B_GRG076_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439547/GLN310B_GRG076_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439547/GLN310B_GRG076_IM.bam.bai	BAM;BAI						GLN310B		GLN310B		2023-05-15
PRJEB61818	ERP146900	SAMEA113430565	ERS15425680	ERX10846857	ERR11439550	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN310B_GRG076_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3627813	248795297	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:104-23298	ena-RUN-TAB-15-05-2023-12:25:42:104-23299	134999106	9bc1d2b97aef9edae18eba711ddbd999	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/050/ERR11439550/ERR11439550.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/050/ERR11439550/ERR11439550.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/050/ERR11439550/ERR11439550.fastq.gz	197130878;5897912	46f906fcbf11b77fc897489b1c7f02d6;d7cb890df1d3ced7f34b061c37765b9e	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439550/GLN310B_GRG076_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439550/GLN310B_GRG076_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439550/GLN310B_GRG076_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439550/GLN310B_GRG076_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439550/GLN310B_GRG076_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439550/GLN310B_GRG076_YC.bam.bai	BAM;BAI						GLN310B		GLN310B		2023-05-15
PRJEB61818	ERP146900	SAMEA113430571	ERS15425686	ERX10846868	ERR11439561	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN317_GRG057_IM	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	3281731	180414718	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:107-23320	ena-RUN-TAB-15-05-2023-12:25:42:107-23321	100491907	bc00a3dd3fcf9c3309394fc96a4832da	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/061/ERR11439561/ERR11439561.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/061/ERR11439561/ERR11439561.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/061/ERR11439561/ERR11439561.fastq.gz	161670576;5855952	fdfd981708a7a0f8fb472b5a29a12023;5ad288daee2094ad0ad6579ac3cabd48	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439561/GLN317_GRG057_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439561/GLN317_GRG057_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439561/GLN317_GRG057_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439561/GLN317_GRG057_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439561/GLN317_GRG057_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439561/GLN317_GRG057_IM.bam.bai	BAM;BAI						GLN317		GLN317		2023-05-15
PRJEB61818	ERP146900	SAMEA113430572	ERS15425687	ERX10846873	ERR11439566	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN319_GRG078_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	5196887	286183563	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:108-23330	ena-RUN-TAB-15-05-2023-12:25:42:108-23331	178979217	a0e4d3e2d992347f8bf471d4534b1513	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/066/ERR11439566/ERR11439566.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/066/ERR11439566/ERR11439566.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/066/ERR11439566/ERR11439566.fastq.gz	256220464;5972176	4f80ee641c70a90f8d6ee8e8ff2246bd;35ae54ea337ca5334c3107b5384ebe06	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439566/GLN319_GRG078_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439566/GLN319_GRG078_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439566/GLN319_GRG078_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439566/GLN319_GRG078_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439566/GLN319_GRG078_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439566/GLN319_GRG078_TF.bam.bai	BAM;BAI						GLN319		GLN319		2023-05-15
PRJEB61818	ERP146900	SAMEA113430573	ERS15425688	ERX10846877	ERR11439570	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN320_GRG079_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	4163002	240186331	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:109-23338	ena-RUN-TAB-15-05-2023-12:25:42:109-23339	148356750	1717d245bcd4e8aaba30ed691adbe452	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/070/ERR11439570/ERR11439570.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/070/ERR11439570/ERR11439570.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/070/ERR11439570/ERR11439570.fastq.gz	210235654;5930816	49e738cb16b7f27d2983d5b77a7c55c7;8c4a5f0eaad8c60496110e79cebdc8e4	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439570/GLN320_GRG079_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439570/GLN320_GRG079_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439570/GLN320_GRG079_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439570/GLN320_GRG079_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439570/GLN320_GRG079_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439570/GLN320_GRG079_TF.bam.bai	BAM;BAI						GLN320		GLN320		2023-05-15
PRJEB61818	ERP146900	SAMEA113430573	ERS15425688	ERX10846878	ERR11439571	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN320_GRG079_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	4588188	283985026	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:109-23340	ena-RUN-TAB-15-05-2023-12:25:42:110-23341	162512464	4726e2193df37b6be3c9baa937330136	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/071/ERR11439571/ERR11439571.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/071/ERR11439571/ERR11439571.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/071/ERR11439571/ERR11439571.fastq.gz	246867351;5971680	3e8ca937477dcae1a00e8b9bfc3a18a1;f3e8e929e201d94f1011c12b9979cab9	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439571/GLN320_GRG079_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439571/GLN320_GRG079_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439571/GLN320_GRG079_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439571/GLN320_GRG079_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439571/GLN320_GRG079_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439571/GLN320_GRG079_YC.bam.bai	BAM;BAI						GLN320		GLN320		2023-05-15
PRJEB61818	ERP146900	SAMEA113430574	ERS15425689	ERX10846879	ERR11439572	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN321_GRG058_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	18150398	986727173	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:110-23342	ena-RUN-TAB-15-05-2023-12:25:42:110-23343	499842728	c395d1eef51193bc81b4b7cfd9d9af88	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/072/ERR11439572/ERR11439572.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/072/ERR11439572/ERR11439572.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/072/ERR11439572/ERR11439572.fastq.gz	811360138;6078352	8fe15d1509b84c89e222d7dd7fa75997;5534216808aacef4d724e659d85cba47	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439572/GLN321_GRG058_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439572/GLN321_GRG058_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439572/GLN321_GRG058_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439572/GLN321_GRG058_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439572/GLN321_GRG058_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439572/GLN321_GRG058_IM.bam.bai	BAM;BAI						GLN321		GLN321		2023-05-15
